OBJECTID,Join_Count,TARGET_FID,LHD_Determination,Latitude,Longitude,See In Google Earth,Fatality,NumberOfFatalities,Beta_Source_Layer,URL,River/Stream,SARPID,Original Source,SourceID,SourceFile,MERGE_SRC,Date Rechecked,Rechecked by,SiteId,SiteUuid,WaterSourceUuids,PODorPOUSite,SiteNativeId,ID,LHD_Color,Day of Evaluation,Evaluation Comments,Evaluator's Name,Dam_Name,State Name,State Abbreviation,State FIPS Code,County Name,County FIPS Code,FIPS Code,2023 Total County Population,City,Weir_Length,LHD_SiteID,LinkNo,Reach_ID,Qmin,Qmax,LHD_Match_Dist_Meters
2464,1,2464,2,33.6960388,-112.2201372,"https://earth.google.com/web/@33.6960388,-112.22013721,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,10/1/25 1:20,Flow reduction structure. Possible LHD.,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2465,1,2465,2,33.68232455,-112.2225698,"https://earth.google.com/web/@33.68232455,-112.22256981,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,10/1/25 1:21,Flow reduction structure. Possible LHD.,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2466,1,2466,2,33.65210696,-112.2368989,"https://earth.google.com/web/@33.65210696,-112.23689886,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,10/1/25 1:22,Flow reduction structure. Possible LHD.,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2467,1,2467,1,36.77642438,-119.4232078,"https://earth.google.com/web/@36.77642438,-119.42320775,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/4/25 5:17,,Bruce Rogers,,California,CA,6,Fresno County,19,6019,1029488,,,,,,,,
2468,1,2468,1,36.76232478,-119.4431199,"https://earth.google.com/web/@36.76232478,-119.44311994,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/4/25 5:20,,Bruce Rogers,,California,CA,6,Fresno County,19,6019,1029488,,,,,,,,
2469,1,2469,1,36.45318862,-119.6179584,"https://earth.google.com/web/@36.45318862,-119.61795844,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/4/25 5:22,,Bruce Rogers,,California,CA,6,Kings County,31,6031,154126,,,,,,,,
2470,1,2470,1,36.79924843,-119.3955314,"https://earth.google.com/web/@36.79924843,-119.39553138,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/4/25 5:24,,Bruce Rogers,,California,CA,6,Fresno County,19,6019,1029488,,,,,,,,
2471,1,2471,1,44.88931706,-97.12518327,"https://earth.google.com/web/@44.88931706,-97.12518327,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/16/25 16:17,Flood control. Whitney Kilts sent a photo of a nearby dam and this one also appears in the background. ,Steve Plettenberg,,South Dakota,SD,46,Codington County,29,46029,28699,,,,,,,,
2472,1,2472,1,43.70373138,-97.18085803,"https://earth.google.com/web/@43.70373138,-97.18085803,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/16/25 16:45,Designated yellow in Alpha Study. Whitney Kilts sent a photo that looks like it's a LHD ID 14063,Steve Plettenberg,,South Dakota,SD,46,McCook County,87,46087,5689,,,,,,,,
2473,1,2473,1,37.81117336,-119.9330945,"https://earth.google.com/web/@37.81117336,-119.9330945,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,10/27/25 18:05,An LHD can be seen under the new footbridge in historic Google Earth imagery.,Bruce Rogers,,California,CA,6,Tuolumne County,109,6109,55584,,,,,,,,
2474,1,2474,1,46.26332833,-112.2896404,"https://earth.google.com/web/@46.26332833,-112.28964036,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,11/17/25 23:06,Low Head Dam - observed,Karl Kingery,,Montana,MT,30,Jefferson County,43,30043,12489,,,,,,,,
2475,1,2475,1,33.51587193,-111.6915525,"https://earth.google.com/web/@33.51587193,-111.69155248,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/2/25 23:47,Granite Reef Dam (NIDID 10316).; 29 feet high; has overflowed (see the 2010 Google Earth image).  Might be at the upper extent of what can result in an SHJ.,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2476,1,2476,2,33.51742482,-111.6929866,"https://earth.google.com/web/@33.51742482,-111.69298662,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,12/2/25 23:48,Potential LHD on the north-side channel from Granite Reef Dam (NIDID 10316).,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2477,1,2477,2,33.51367898,-111.6922844,"https://earth.google.com/web/@33.51367898,-111.69228443,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,12/2/25 23:49,Potential LHD on the south-side channel from Granite Reef Dam (NIDID 10316).,Bruce Rogers,,Arizona,AZ,4,Maricopa County,13,4013,4613696,,,,,,,,
2478,1,2478,1,43.29538391,-96.58916754,"https://earth.google.com/web/@43.29538391,-96.58916754,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/9/25 17:53,Confirmed by Whitney Kilts LHD ID 14057,Steve Plettenberg,,Iowa,IA,19,Lyon County,119,19119,11961,,,,,,,,
2479,1,2479,2,45.63115064,-89.77908382,"https://earth.google.com/web/@45.63115064,-89.77908382,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,12/19/25 21:16,Rebecca Allen says it's still yellow.,Steve Plettenberg,,Wisconsin,WI,55,Oneida County,85,55085,38230,,,,,,,,
2480,1,2480,2,45.55189971,-89.99758349,"https://earth.google.com/web/@45.55189971,-89.99758349,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,12/19/25 21:22,Rebecca Allen says There appears to be a structure in the river on the aerial photos,Steve Plettenberg,,Wisconsin,WI,55,Lincoln County,69,55069,28324,,,,,,,,
2481,1,2481,1,44.69382651,-92.01009162,"https://earth.google.com/web/@44.69382651,-92.01009162,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 21:58,"Rebecca Allen says FERC regulated, significant portion of structure is overflow spillway. Also in NID",Steve Plettenberg,,Wisconsin,WI,55,Dunn County,33,55033,45843,,,,,,,,
2482,1,2482,1,44.27411019,-88.30090632,"https://earth.google.com/web/@44.27411019,-88.30090632,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:14,"Rebecca Allen says FERC regulated, low head portion of water retaining structure is sig portion of structure. In NID",Steve Plettenberg,,Wisconsin,WI,55,Outagamie County,87,55087,194317,,,,,,,,
2483,1,2483,1,44.28082314,-88.27175407,"https://earth.google.com/web/@44.28082314,-88.27175407,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:16,"Rebecca Allen says FERC regulated, low head portion of water retaining structure is sig portion of structure. Also in NID",Steve Plettenberg,,Wisconsin,WI,55,Outagamie County,87,55087,194317,,,,,,,,
2484,1,2484,1,44.31608567,-88.19811428,"https://earth.google.com/web/@44.31608567,-88.19811428,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:17,"Rebecca Allen says 	FERC regulated, overflow spillway is sig portion of dam. Also in NID",Steve Plettenberg,,Wisconsin,WI,55,Outagamie County,87,55087,194317,,,,,,,,
2485,1,2485,1,43.32060583,-88.95359816,"https://earth.google.com/web/@43.32060583,-88.95359816,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:19,Rebecca Allen says Overflow spillway is a significant portion of the structure and water flows over it a majority of the year. In NID,Steve Plettenberg,,Wisconsin,WI,55,Dodge County,27,55027,89641,,,,,,,,
2486,1,2486,1,43.51908796,-88.4528341,"https://earth.google.com/web/@43.51908796,-88.4528341,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:23,Rebecca Allen says Water flows over a significant portion of the dam for the majority of the year,Steve Plettenberg,,Wisconsin,WI,55,Dodge County,27,55027,89641,,,,,,,,
2487,1,2487,1,43.42788671,-88.18340333,"https://earth.google.com/web/@43.42788671,-88.18340333,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:26,"Rebecca Allen says 	Water flows over principal spillway for majority of the year during normal flow conditions. Gated spillway for heavy flow conditions. In NID",Steve Plettenberg,,Wisconsin,WI,55,Washington County,131,55131,138791,,,,,,,,
2488,1,2488,1,43.13346913,-87.928391,"https://earth.google.com/web/@43.13346913,-87.928391,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:34,Rebecca Allen says Water flows over fixed spillway for majority of the year during normal flow conditions.,Steve Plettenberg,,Wisconsin,WI,55,Milwaukee County,79,55079,934860,,,,,,,,
2489,0,2489,1,43.07396238,-87.89247081,"https://earth.google.com/web/@43.07396238,-87.89247081,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:35,"Rebecca Allen says 	There appears to be a structure in the river on the aerial photos",Steve Plettenberg,,,,,,,,,,,,,,,,
2490,1,2490,1,42.91238609,-87.85350762,"https://earth.google.com/web/@42.91238609,-87.85350762,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:36,"Rebecca Allen says Water is flowing over a significant portion of the dam for the majority of the year, masonry spillway makes up a significant portion of the dam.",Steve Plettenberg,,Wisconsin,WI,55,Milwaukee County,79,55079,934860,,,,,,,,
2491,1,2491,1,42.68218305,-88.27709684,"https://earth.google.com/web/@42.68218305,-88.27709684,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:45,Rebecca Allen says Sig portion of dam is overflow spillway. Also in NID,Steve Plettenberg,,Wisconsin,WI,55,Racine County,101,55101,198236,,,,,,,,
2492,1,2492,1,42.76669241,-88.21044594,"https://earth.google.com/web/@42.76669241,-88.21044594,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:46,"Rebecca Allen says 	This is same dam as Object ID 6084, Eastern spillway structure is fixed crest -- water flows over it a majority of the year. In NID",Steve Plettenberg,,Wisconsin,WI,55,Racine County,101,55101,198236,,,,,,,,
2493,1,2493,2,42.81311143,-88.14211635,"https://earth.google.com/web/@42.81311143,-88.14211635,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Yellow,12/19/25 22:47,Rebecca Allen says The overflow spillway is not a significant portion of the dam even though it may appear to be a significant portion of the channel. In NID,Steve Plettenberg,,Wisconsin,WI,55,Racine County,101,55101,198236,,,,,,,,
2494,1,2494,1,42.51038939,-89.17072672,"https://earth.google.com/web/@42.51038939,-89.17072672,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:52,Rebecca Allen says yes,Steve Plettenberg,,Wisconsin,WI,55,Rock County,105,55105,165001,,,,,,,,
2495,1,2495,1,42.70140049,-89.8688814,"https://earth.google.com/web/@42.70140049,-89.8688814,1100a,0d,35d",,1,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:55,Rebecca Allen says Spillway is a sig portion of dam,Steve Plettenberg,Argyle Power Plant Dam,Wisconsin,WI,55,Lafayette County,65,55065,16596,Argyle,31.01,267,760556382,13410428,785.3424824,785.3424824,3.715449269
2496,1,2496,1,44.08321043,-91.34650997,"https://earth.google.com/web/@44.08321043,-91.34650997,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 22:57,"Rebecca Allen says 	Sig portion of dam is overflow spillway. In NID",Steve Plettenberg,,Wisconsin,WI,55,Trempealeau County,121,55121,31170,,,,,,,,
2497,1,2497,1,44.73359018,-90.84669947,"https://earth.google.com/web/@44.73359018,-90.84669947,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 23:04,"Rebecca Allen says 	Weir wall spanning the majority of the channel.",Steve Plettenberg,,Wisconsin,WI,55,Clark County,19,55019,34609,,,,,,,,
2498,1,2498,1,44.25348442,-88.41239283,"https://earth.google.com/web/@44.25348442,-88.41239283,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/19/25 23:13,Rebecca Allen says Overflow spillway is a significant portion of the structure and water flows over it a majority of the year. In NID,Steve Plettenberg,,Wisconsin,WI,55,Outagamie County,87,55087,194317,,,,,,,,
2499,1,2499,1,43.4222442,-97.5898156,"https://earth.google.com/web/@43.4222442,-97.5898156,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 18:37,"Whitney Kilts says yes, Low-Head Dam 14058",Steve Plettenberg,,South Dakota,SD,46,Hutchinson County,67,46067,7354,,,,,,,,
2500,1,2500,1,43.90671655,-96.6625358,"https://earth.google.com/web/@43.90671655,-96.6625358,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 18:40,Whitney Kilts says yes. Trent Dam 14068,Steve Plettenberg,,South Dakota,SD,46,Moody County,101,46101,6285,,,,,,,,
2501,1,2501,1,45.24962884,-112.1051521,"https://earth.google.com/web/@45.24962884,-112.10515205,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:09,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Madison County,57,30057,8729,,,,,,,,
2502,1,2502,1,45.59452209,-111.2054764,"https://earth.google.com/web/@45.59452209,-111.20547635,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:13,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Gallatin County,31,30031,128966,,,,,,,,
2503,1,2503,1,45.34341975,-110.7460554,"https://earth.google.com/web/@45.34341975,-110.74605541,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:14,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Park County,67,30067,17704,,,,,,,,
2504,1,2504,1,45.91480108,-110.5775132,"https://earth.google.com/web/@45.91480108,-110.57751315,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:15,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Park County,67,30067,17704,,,,,,,,
2505,1,2505,1,46.28129761,-107.3015338,"https://earth.google.com/web/@46.28129761,-107.30153375,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:17,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Treasure County,103,30103,784,,,,,,,,
2506,1,2506,1,47.07829335,-106.2932574,"https://earth.google.com/web/@47.07829335,-106.29325737,1100a,0d,35d",,,Hydrometricsaddedsites_EF,,,,,,,,,,,,,,,,Green,12/22/25 22:20,"Michelle McGree, Montana Fish, Wildlife & Parks confirmed",Steve Plettenberg,,Montana,MT,30,Garfield County,33,30033,1158,,,,,,,,
2507,1,2507,2,30.496727,-88.37919,"https://earth.google.com/web/@30.496727,-88.37919,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL14331,Tr-Franklin Creek,AL14331,,,,,,,,,,,,,Yellow,5/13/25 21:12,unable to determine from aerial imagery,Alexa Franks,Cloverdale Lake,Alabama,AL,1,Mobile County,97,1097,414694,,,,,,,,
2508,1,2508,1,33.42144,-86.72104,"https://earth.google.com/web/@33.42144,-86.72104,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL14377,Cahaba River,AL14377,,,,,,,,,,,,,Green,4/2/25 14:19,LHD,Ryan Moodry,,Alabama,AL,1,Jefferson County,73,1073,673039,,,,,,,,
2509,1,2509,1,34.276962,-86.24446,"https://earth.google.com/web/@34.276962,-86.24446,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL17196,Drum Creek,AL17196,NHDplus High Resolution watebodies instersecting *,ed28822,,,,,,,,,,,Green,5/13/25 20:48,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Marshall County,95,1095,99025,,,,,,,,
2510,1,2510,1,34.52252,-85.671844,"https://earth.google.com/web/@34.52252,-85.671844,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL19560,Big Wills Creek,AL19560,Estimated Dams OCT 2021,315065546,,,,,,,,,,,Green,5/16/25 21:05,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Estimated dam,Alabama,AL,1,DeKalb County,49,1049,71540,,,,,,,,
2511,1,2511,1,30.706335,-88.151245,"https://earth.google.com/web/@30.706335,-88.151245,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL237,Threemile Creek,AL237,SEACAP-Snapped:  2013 NID attributes were joined *,u15877,,,,,,,,,,,Green,5/13/25 21:09,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Municipal Park Lake No 1,Alabama,AL,1,Mobile County,97,1097,414694,,,,,,,,
2512,1,2512,1,30.910498,-88.06557,"https://earth.google.com/web/@30.910498,-88.06557,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL239,Gunnison Creek,AL239,SEACAP-Snapped:  2013 NID attributes were joined *,u15879,,,,,,,,,,,Green,5/13/25 21:10,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Maples Lake,Alabama,AL,1,Mobile County,97,1097,414694,,,,,,,,
2513,1,2513,2,31.001038,-86.1877,"https://earth.google.com/web/@31.001038,-86.1877,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL25305,Natural Bridge Creek,AL25305,Estimated Dams OCT 2021,314250535,,,,,,,,,,,Yellow,5/8/25 16:18,"unable to determine, appears to be flow under bridge",Alexa Franks,Estimated dam,Alabama,AL,1,Covington County,39,1039,37341,,,,,,,,
2514,1,2514,2,34.822376,-86.4862,"https://earth.google.com/web/@34.822376,-86.4862,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL25384,Brier Fork Flint River,AL25384,Estimated Dams OCT 2021,603000471,,,,,,,,,,,Yellow,5/13/25 21:05,unable to confidently determine,Alexa Franks,Estimated dam,Alabama,AL,1,Madison County,89,1089,406026,,,,,,,,
2515,1,2515,1,32.449905,-87.03293,"https://earth.google.com/web/@32.449905,-87.03293,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL26345,Valley Creek,AL26345,,,,,,,,,,,,,Green,,Obvious on google earth.,Kat Hoenke,Kenan'S Mill,Alabama,AL,1,Dallas County,47,1047,37020,,,,,,,,
2516,1,2516,1,33.70563,-86.6649,"https://earth.google.com/web/@33.70563,-86.6649,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL2794,Dry Creek,AL2794,SEACAP-AL dams from Jefferson County.,u28096,,,,,,,,,,,Green,5/13/25 21:03,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Jefferson County,73,1073,673039,,,,,,,,
2517,1,2517,1,32.417915,-86.22466,"https://earth.google.com/web/@32.417915,-86.22466,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL3540,,AL3540,SEACAP- Estimated dam calculated by TNC using NHD*,e1177,,,,,,,,,,,Green,5/15/25 16:52,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Estimated Dam 1177,Alabama,AL,1,Montgomery County,101,1101,228502,,,,,,,,
2518,1,2518,1,34.142624,-87.983,"https://earth.google.com/web/@34.142624,-87.983,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL3607,Ragsdale Creek,AL3607,SEACAP- Estimated dam calculated by TNC using NHD*,e1245,,,,,,,,,,,Green,5/8/25 14:14,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Estimated Dam 1245,Alabama,AL,1,Marion County,93,1093,28986,,,,,,,,
2519,1,2519,2,34.121655,-87.83598,"https://earth.google.com/web/@34.121655,-87.83598,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL3897,Pearces Mill Creek,AL3897,SEACAP-AL Mill Dams Dataset,u46701,,,,,,,,,,,Yellow,5/8/25 14:15,unable to determine from aerial imagery,Alexa Franks,Pearce'S Mill,Alabama,AL,1,Marion County,93,1093,28986,,,,,,,,
2520,1,2520,1,34.10753,-85.66123,"https://earth.google.com/web/@34.10753,-85.66123,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL3899,Terrapin Creek,AL3899,SEACAP-SEACAP Editing Additions,u46729,,,,,,,,,,,Green,5/13/25 21:01,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Walker Dam,Alabama,AL,1,Cherokee County,19,1019,24723,,,,,,,,
2521,1,2521,1,32.61762,-85.148575,"https://earth.google.com/web/@32.61762,-85.148575,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL4190,Wacoochee Creek,AL4190,Amber Ignatius ACF Database 2009,I101385,,,,,,,,,,,Green,5/13/25 22:16,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Lee County,81,1081,184831,,,,,,,,
2522,1,2522,1,32.512844,-85.578285,"https://earth.google.com/web/@32.512844,-85.578285,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL422,Choctafaula Creek,AL422,SEACAP-Snapped:  2013 NID attributes were joined *,u16066,,,,,,,,,,,Green,5/15/25 16:47,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Vaughans Mill Pond,Alabama,AL,1,Macon County,87,1087,18788,,,,,,,,
2523,1,2523,1,33.55215,-85.61016,"https://earth.google.com/web/@33.55215,-85.61016,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL4567,Tallapoosa River,AL4567,Word of Mouth,u100329,,,,,,,,,,,Green,5/16/25 19:59,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Howle And Turner Dam,Alabama,AL,1,Cleburne County,29,1029,15139,,,,,,,,
2524,1,2524,1,34.420303,-86.57348,"https://earth.google.com/web/@34.420303,-86.57348,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL4632,Lynn Creek,AL4632,,{C59956CD-1070-4CBA-A1A1-E5BCE5D0CD27},,,,,,,,,,,Green,5/19/25 20:53,pond,Karl Kingery,Lynn Dam,Alabama,AL,1,Morgan County,103,1103,124960,,,,,,,,
2525,1,2525,1,33.463173,-85.87831,"https://earth.google.com/web/@33.463173,-85.87831,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL481,Cheaha Creek,AL481,SEACAP-Snapped:  2013 NID attributes were joined *,u16130,,,,,,,,,,,Green,5/15/25 17:18,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Lake Chinnabee Dam,Alabama,AL,1,Clay County,27,1027,14373,,,,,,,,
2526,1,2526,1,34.548626,-85.59023,"https://earth.google.com/web/@34.548626,-85.59023,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL526,West Fork Little River,AL526,SEACAP-Snapped:  2013 NID attributes were joined *,u16181,,,,,,,,,,,Green,5/16/25 16:47,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,A. A. Miller Dam,Alabama,AL,1,DeKalb County,49,1049,71540,,,,,,,,
2527,1,2527,1,33.588673,-86.78137,"https://earth.google.com/web/@33.588673,-86.78137,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL550345,Fivemile Creek,AL550345,SARP recon,,,,,,,,,,,,Green,5/8/25 14:34,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Jefferson County,73,1073,673039,,,,,,,,
2528,1,2528,1,32.88429,-86.75192,"https://earth.google.com/web/@32.88429,-86.75192,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL550348,Mulberry Creek,AL550348,SARP recon,,,,,,,,,,,,Green,5/15/25 16:59,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Chilton County,21,1021,45587,,,,,,,,
2529,1,2529,1,33.65126,-86.85371,"https://earth.google.com/web/@33.65126,-86.85371,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL550352,Newfound Creek,AL550352,SARP recon,,,,,,,,,,,,Green,5/8/25 14:33,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,Alabama,AL,1,Jefferson County,73,1073,673039,,,,,,,,
2530,1,2530,1,34.768566,-85.703354,"https://earth.google.com/web/@34.768566,-85.703354,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL550356,Flat Rock Creek,AL550356,Shawna Fix,,,,,,,,,,,,Green,5/13/25 20:58,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Flat Rock Centennial Park Dam,Alabama,AL,1,Jackson County,71,1071,52517,,,,,,,,
2531,1,2531,2,34.38586,-87.519875,"https://earth.google.com/web/@34.38586,-87.519875,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/AL550357,Bear Creek,AL550357,USFS Field ID,,,,,,,,,,,,Yellow,5/8/25 14:17,unable to determine from aerial imagery,Alexa Franks,Gold Dam,Alabama,AL,1,Lawrence County,79,1079,32872,,,,,,,,
